Id,Model,Price,Age_08_04,KM,HP,cc,Doors,Cylinders,Gears,Weight,Quarterly_Tax
1308,TOYOTA Corolla 1.6 lb aut 4/5-Doors,6900,80,70939,110,1600,5,4,5,1100,85
1309,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,70932,110,1600,3,4,5,1050,69
1310,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8500,80,70597,107,1600,3,4,5,1080,85
1311,TOYOTA Corolla 1.6 WGN LINEA TERRA Stationwagen,7500,73,70482,110,1600,5,4,5,1075,19
1312,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,77,70124,110,1600,3,4,5,1050,69
1313,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,76,70039,110,1600,3,4,5,1050,69
1314,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,80,69904,110,1600,5,4,5,1070,85
1315,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,7950,75,69388,86,1300,3,4,5,1010,69
1316,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,75,69320,110,1600,5,4,5,1070,85
1317,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,78,69000,110,1600,5,4,5,1075,85
1318,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9250,73,68988,86,1300,5,4,5,1035,69
1319,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,79,68945,110,1600,5,4,5,1085,85
1320,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5950,74,68285,110,1600,3,4,5,1050,69
1321,TOYOTA Corolla 1.6 16V LIFTBACK LINEA LUNA 4/5-Doors,7995,76,68000,110,1600,5,4,5,1075,85
1322,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,70,68000,86,1300,3,4,5,1045,69
1323,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7450,75,67451,86,1300,4,4,5,1000,69
1324,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8250,76,67266,86,1300,5,4,5,1035,69
1325,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,78,67255,110,1600,5,4,5,1085,85
1326,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,70,67100,110,1600,5,4,5,1075,85
1327,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9400,69,67092,72,2000,3,4,5,1115,185
1328,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,66880,110,1600,3,4,5,1055,85
1329,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,79,66855,110,1600,5,4,5,1075,85
1330,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,80,66843,110,1600,5,4,5,1075,85
1331,TOYOTA Corolla 1.6HB 2/3-Doors,8500,74,66718,110,1600,3,4,5,1050,69
1332,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,80,66168,86,1300,3,4,5,1015,69
1333,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7400,80,65950,110,1600,5,4,5,1070,85
1334,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,78,65500,86,1300,3,4,5,1015,69
1335,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6900,80,65307,110,1600,3,4,5,1055,85
1336,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,79,65254,86,1300,3,4,5,1015,69
1337,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,71,65021,72,2000,3,4,5,1115,185
1338,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,75,65006,86,1300,3,4,5,1015,69
1339,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8495,77,64280,110,1600,4,4,5,1035,69
1340,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,10000,75,64000,107,1600,3,4,5,1085,85
1341,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6999,71,64000,110,1600,5,4,5,1070,85
1342,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8950,80,64000,110,1600,3,4,5,1055,85
1343,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,8500,79,63918,110,1600,4,4,5,1035,69
1344,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8750,75,63634,110,1600,4,4,5,1035,69
1345,TOYOTA Corolla Hatchback 1.6 Terra Comfort 2/3-Doors,7499,80,63500,110,1600,3,4,5,1050,69
1346,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9000,80,63266,110,1600,4,4,5,1035,69
1347,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,77,62595,110,1600,3,4,5,1050,69
1348,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,6950,80,62581,110,1600,5,4,5,1075,85
1349,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,77,62285,110,1600,5,4,5,1075,85
1350,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,8450,77,61906,86,1300,5,4,5,1065,85
1351,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,74,61700,110,1600,5,4,5,1070,85
1352,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,77,61648,110,1600,5,4,5,1070,85
1353,TOYOTA Corolla 1.3 16V Linea Terra Liftb 4/5-Doors,7950,75,61626,86,1300,5,4,5,1035,69
1354,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,70,61510,110,1600,4,4,5,1035,69
1355,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9000,79,61165,107,1600,3,4,5,1080,85
1356,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7150,70,61000,110,1600,4,4,5,1035,69
1357,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,76,60833,110,1600,4,4,5,1035,69
1358,TOYOTA Corolla 1.3 I LUNA 2/3-Doors,5845,70,60600,86,1300,3,4,5,1060,85
1359,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,72,60483,110,1600,5,4,5,1075,85
1360,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,8250,80,60476,110,1600,5,4,5,1114,19
1361,TOYOTA Corolla 1.6 Linea Terra Comfort 2/3-Doors,9450,79,60142,110,1600,3,4,5,1050,69
1362,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6750,69,60050,110,1600,3,4,5,1050,69
1363,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8400,77,60000,110,1600,3,4,5,1050,69
1364,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7900,76,60000,110,1600,3,4,5,1050,69
1365,TOYOTA Corolla 1.6 16V HATCHBACK LINEA LUNA 2/3-Doors,7950,76,59815,110,1587,3,4,5,1055,85
1366,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,80,59326,110,1600,5,4,5,1085,85
1367,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,73,59240,110,1600,3,4,5,1050,69
1368,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6495,71,59164,110,1600,4,4,5,1035,69
1369,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8250,70,59017,107,1600,3,4,5,1080,85
1370,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,69,58952,110,1600,3,4,5,1050,69
1371,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,74,58454,86,1300,3,4,5,1015,69
1372,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,7950,75,58341,86,1300,4,4,5,1030,69
1373,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,8250,80,58267,110,1600,5,4,5,1070,85
1374,TOYOTA Corolla 1.6 VVTi Linea Luna 2/3-Doors,8950,80,58000,110,1600,3,4,5,1055,85
1375,TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,9750,70,57829,110,1600,3,4,5,1050,19
1376,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,57787,86,1300,3,4,5,1015,69
1377,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8900,78,57628,110,1600,5,4,5,1075,85
1378,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8950,75,57537,86,1300,5,4,5,1050,69
1379,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6750,76,57263,110,1600,3,4,5,1050,69
1380,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,75,57144,110,1600,5,4,5,1070,85
1381,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,8600,69,57096,86,1300,3,4,5,1025,69
1382,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7750,80,57000,86,1300,4,4,5,1000,69
1383,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7800,73,56566,110,1600,3,4,5,1050,69
1384,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,73,56307,110,1600,3,4,5,1050,69
1385,TOYOTA Corolla 1.3 16V Linea Terra Liftb 2/3-Doors,9500,79,56214,86,1300,3,4,5,1015,69
1386,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,74,56132,110,1600,4,4,5,1035,69
1387,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,79,55425,110,1600,5,4,5,1075,85
1388,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,54439,86,1300,3,4,5,1015,69
1389,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5950,69,53809,110,1600,3,4,5,1050,69
1390,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,76,53133,110,1600,5,4,5,1070,85
1391,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,9450,77,52900,110,1600,4,4,5,1075,19
1392,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,52700,110,1600,3,4,5,1050,69
1393,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,69,52320,110,1600,5,4,5,1070,85
1394,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,7450,78,52287,110,1600,5,4,5,1114,19
1395,TOYOTA Corolla 1.6 LL HB 4/5-Doors,8750,75,52000,110,1600,5,4,5,1075,19
1396,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,69,52000,110,1600,3,4,5,1050,69
1397,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8500,73,52000,110,1600,4,4,5,1065,85
1398,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,70,51874,86,1300,4,4,5,1000,69
1399,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7500,79,49827,86,1300,5,4,5,1035,69
1400,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,69,49640,110,1600,4,4,5,1035,69
1401,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,80,49580,110,1600,4,4,5,1035,69
1402,TOYOTA Corolla 1.3 HB LINEA TERRA AUT Anders,8750,76,49170,86,1300,3,4,5,1045,69
1403,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9800,77,48838,110,1600,3,4,5,1055,85
1404,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,71,48576,86,1300,3,4,5,1015,69
1405,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,75,48400,110,1600,5,4,5,1075,85
1406,TOYOTA Corolla LIFTBACK 1.3i Linea Terra Liftback 4/5-Doors,8950,74,48242,86,1300,5,4,5,1035,69
1407,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,7450,70,47955,110,1600,5,4,5,1070,85
1408,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,8950,71,47633,110,1600,5,4,5,1075,85
1409,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,78,47400,86,1300,5,4,5,1040,69
1410,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,7000,73,47360,86,1300,3,4,5,1010,69
1411,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,77,45507,110,1600,3,4,5,1050,69
1412,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7750,76,45410,86,1300,5,4,5,1035,69
1413,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,70,44850,110,1600,3,4,5,1050,69
1414,TOYOTA Corolla 1.6 GL LB 4/5-Doors,8250,69,44826,110,1600,5,4,5,1075,85
1415,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,9250,80,44444,110,1600,3,4,5,1050,69
1416,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7900,75,43720,110,1600,5,4,5,1070,85
1417,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8500,78,43622,86,1300,4,4,5,1000,69
1418,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,76,43532,110,1600,5,4,5,1070,85
1419,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,69,42800,110,1600,3,4,5,1050,69
1420,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,8750,74,42317,107,1600,5,4,5,1100,85
1421,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,80,42186,110,1600,3,4,5,1050,69
1422,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,72,42000,110,1600,3,4,5,1050,69
1423,TOYOTA Corolla 1.6 LB 4/5-Doors,8950,79,40093,110,1600,5,4,5,1114,19
1424,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8750,79,39800,107,1600,3,4,5,1080,85
1425,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,73,39168,86,1300,3,4,5,1015,69
1426,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,75,38945,110,1600,3,4,5,1050,69
1427,TOYOTA Corolla 1.6 SDN LINEA TERRA AUT 4/5-Doors,8150,76,36537,110,1600,4,4,5,1075,85
1428,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8500,78,36000,86,1300,3,4,5,1045,69
1429,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7600,78,36000,110,1600,3,4,5,1050,69
1430,TOYOTA Corolla 1.3 HB LINEA TERRA AUT 2/3-Doors,7950,80,35821,86,1300,3,4,5,1015,19
1431,TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,7750,73,34717,86,1300,3,4,5,1015,69
1432,TOYOTA Corolla 1.3 Linea Terra sedan 4/5-Doors,7950,80,34000,86,1300,4,4,5,1000,69
1433,TOYOTA Corolla 1.6 Lin.Terra Aut. 2/3-Doors,9950,78,30964,110,1600,3,4,4,1080,85
1434,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,71,29000,86,1300,3,4,5,1045,69
1435,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,72,26000,86,1300,3,4,5,1015,69
1436,TOYOTA Corolla 1.3 Linea Terra 4/5-Doors,8950,78,24000,86,1300,5,4,5,1065,85
1437,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,80,23000,86,1300,3,4,5,1015,69
1438,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,7500,69,20544,86,1300,3,4,5,1025,69
1439,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10845,72,19000,86,1300,3,4,5,1015,69
1440,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,71,17016,86,1300,3,4,5,1015,69
1441,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,70,16916,86,1300,3,4,5,1015,69
1442,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,6950,76,1,110,1600,5,4,5,1114,19
